Taxonomy	G35421	G35451	G35893	G35464	G35465	G35474	G35488	G35906	G35951	G35952	G35954	G35961	G35965	G35966	G35967	G35972	G35976	G36004	G36008	G36013	G36018	G36022	G36025	G36032	G36438	G36440	G36443	G36444	G36445	G36446	G36448	G36451	G36459	G36461	G36462	G36463	G36464	G36472	G36473	G36474	G36165	G36294	G36296	G36297	G36299	G36304	G36305	G36309	G36310	G36312	G36479	G36480	G36524	G36525	G36534	G36536	G36540	G36546	G36547	G36553	G36554	G36875	G36896	G36752	G36754	G36765	G36788	G36802	G36812	G36829	G36836	G36847	G36904	G36906	G36920	G36922	G35360	G35384	G35390	G35391	G35412	G35898	G35473	G35936	G36543	G36882	G36886	G36751	G36813	G36843	G36952	G36958	G36959	G36962	G36964	G36972	G36976	G35940	G35941	G35942	G35948	G35983	G35984	G35992	G36154	G36159	G36179	G36224	G36248	G36249	G36251	G36260	G36263	G36266	G36267	G36268	G36302	G36548	G36556	G36858	G36863	G36866	G36868	G36870
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71423	1.98788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.01159	0.03055	0.85775	0	0.02047	0.02332	0	0	0	0	0	0.03234	0	0	0	0	0	0	0	0	0	0	0	0.0191	0.41689	0.24557	0	0	0	0.06973	0	0	0	0.40018	0.31806	0	0	0	0.12282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05032	0	0	0	1.12522	0	0	0	0.20441	0.11894	0.38806	0	0	0	0.83892	0	0	0	0	0.09431	0.00797	0.077	0	0	0	0	0	0.0829	0	0	0	0	0.13432	0.93299	0	0	0	0	0	0	0	0	0	0	0.12882	0	0.01947	0	0	0	0	0	0	0	0	0	0	0	0	0.14556	0	0	0	0	0	0.19293	0	0	0	0.04972	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	6.50299	1.57543	0	0	4.15686	31.25875	21.59049	0.0061	0	0.00253	0.00604	0	0.00344	0	0	0.01697	0.00361	0.00186	0	0	6.50653	3.92168	0.42891	12.02812	0	0.00242	7.96586	3.84878	4.74534	1.55428	4.6003	0.38159	10.17222	0	6.55066	2.56996	11.77436	0	0	3.6629	0.00074	3.23202	0.00045	0.00213	4.37343	2.32013	0.00091	0.00576	0.00374	0.00062	0	0.66916	8.25135	0	12.16396	0.19976	4.15805	5.96544	23.95856	14.95176	19.26522	7.52907	0.00767	0	0.00128	0	0.00172	4.57652	1.36763	3.45647	4.27526	3.63261	0.00228	11.04065	0.00076	4.90272	3.69333	0.1019	69.67677	3.22664	0.04296	20.75004	0.03828	9.22768	21.3172	0.02803	0.04708	4.93123	0.03216	0.03173	0.04105	0.04801	82.37321	10.20655	2.91272	9.29032	10.1187	7.95519	5.003	5.91594	4.02842	0.03258	1.24611	16.43775	0.05184	0.04012	0.03325	0.02898	0.04424	0.04521	0.02903	0.02343	0.0359	7.86921	11.38541	0.16985	0.03854	3.26836	0.02381	0.0467	8.82048	0.05525	1.4747	4.09169
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.00371	0.02886	0	2.30929	0.30393	5.66504	5.98022	0.00083	0	0	0	0.06077	0.02018	0.04299	0.02849	14.22555	10.05274	13.40298	0.14623	0.05145	0.17378	0.01296	0.89576	0.00403	0	0.02045	0.00483	0.00628	0.00095	0	0	0.13675	20.70327	0	0.26059	0.20091	7.19141	0	0.49144	0.11647	8.06318	1.23256	0.48776	0.41924	0.21886	0.11165	1.4092	0.77193	0.28532	0.49084	0.42912	1.17571	0.00529	0.00083	0.00659	0.00358	0.00591	0.0499	6.868	3.48547	20.74379	0.01549	2.21981	0.01215	0.01147	0	4.77193	0.38031	0.13837	0.38234	0.1305	1.62032	0	0.21432	0	0.93822	0.00283	2.20255	0.00584	0.73974	0.79048	0.72605	0.03992	1.36829	5.93703	1.14545	28.57958	0.18913	5.28296	0.15992	0.35162	0	0.00417	0.01296	0.00581	0.00477	0.00744	0.76485	0.50846	1.67693	0.96019	0.26093	0	16.00255	0.04583	0.00018	0	0.00943	0.54632	6.26003	0.05567	0.39489	0.21082	0.24187	0.48803	0	0	0.8686	0.16172	0.13442	1.31617	0.11509	0.6328	0.25698
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	2.01522	0	0	0	0	0.00512	0.00652	0	0	0	0	0	0	0	0	0	0	0.01034	0	0.01252	0.05654	0.00692	0	9.93607	0	0	0.27664	0.81755	3.05757	1.2335	3.65268	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.88205	0	0	0	0	0	0	0	0	0.00058	0	0	0.00388	0.04951	0.02977	0.03161	0.00286	0	0	0.01623	0	0	0	0	0	0	0	0	0	0	0	1.08001	0.00348	0.14166	0.00575	0.00482	0	0.0036	0	0.01684	0.00039	0	0	0	0.00056	0	0	0.1818	0.84501	0.11754	0.00111	1.06726	0	0	0	0	0	0.00433	0.00068	0	0	0	0.00084	0.0015	0	0.00139	0	0.00324	0.00722	0.01429	0	0	0.01018	0.0032	0	0	0.0055	0.00978	0.00105
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0.00177	0	0	0.06135	0.00107	0.25759	0.23635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0.17446	0	0	0	0.02993	0	0	0	0	0	0	0	0	0.18302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08803	0	0	0	0.07371	0	0	0.05962	0.1618	0.04838	0	0	0	0	0	2.00E-04	0	0.00738	0.00934	0.00513	0	0	0	0.02245	0	0.03819	0	0	0.02901	0	0	0.16434	0.00074	0.02786	0.01944	0	0	0	0	0	0	0.33885	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01549	0	0	0.00282	0.00345	0.01433	0.00295
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	6.47778	0.64847	0	43.43385	4.50172	21.38453	28.8859	1.3306	0	0	0.00559	4.07706	3.47676	7.22191	4.96411	1.47112	4.39366	8.29136	3.27514	5.6625	3.391	3.11326	13.11392	6.10314	3.37109	2.28094	8.03164	28.67039	6.75083	2.77441	3.61821	0.43025	10.23668	0.00585	4.76621	1.41113	1.00187	0.95052	3.80587	2.33176	5.6366	9.36065	2.87277	2.30472	1.43446	1.04968	2.49501	3.85495	1.75127	1.69407	3.51934	6.68027	11.2912	2.78548	22.13894	15.67184	11.05126	2.70008	1.48812	4.97104	5.16971	3.58755	0.152	0.05589	12.06792	1.54032	32.65889	0.87077	2.59073	4.51779	6.96727	4.0198	2.04762	7.3981	0	2.36627	3.42239	8.92108	26.93805	3.5354	10.66976	22.83882	3.57765	5.54073	12.00414	3.16479	0.06517	8.44337	29.60821	7.89932	5.77928	0.01185	13.48528	25.76907	17.74151	3.2103	9.04781	3.58241	3.35982	3.61614	3.03402	7.05526	1.47746	8.2866	2.20896	0.02019	0.02603	1.03531	4.16443	9.88485	1.50907	3.45362	3.72699	4.04873	9.40442	0.10022	0.01324	6.59187	0.4866	3.52544	6.22597	2.25663	10.64546	3.37282
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0.06497	0.50729	0	0	4.03855	4.16075	1.11519	1.30518	0	0	0	0	0.00319	0	0	8.78746	0	11.96183	0.2376	3.98907	1.03468	0.2036	0	0.02163	0	0	0.00723	0.00634	0.01279	0.00853	0.0176	1.17796	13.44255	0	2.88669	1.57116	11.32352	0	0	1.58666	0.00182	0.32381	2.26842	2.85985	1.16127	2.2236	5.98423	4.72012	0.51444	8.49577	4.28961	9.91169	0	0	0	0	0.00034	3.46904	12.75412	5.65203	10.92947	4.48983	0	0	12.24266	0	0	0.736	1.04052	3.38244	0	2.71753	0.00637	6.40056	0	2.93399	0.0115	15.31418	0.00246	0.67759	14.66291	0.00312	0.71003	0.00468	0.00282	5.37213	0.00568	0.00416	0.02798	3.76206	0.00256	0.00405	0.00242	0.01493	0.00362	0.00411	0.01548	0.00959	0.00186	0.0067	0.00614	0.00127	2.48393	0.00299	0.55481	0.0032	0.00039	1.00623	5.03582	0.19586	2.20391	2.4098	3.74017	8.58206	21.91396	0.00706	0	0.00236	0.19484	0.98692	0.00262	0.00095	0.00243	0.00318
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_unclassified	0	0	0	0	0	0	0	0	0.01558	0.01755	0.04444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.1727	0.65969	0.12123	0.28324	4.63091	10.20812	1.34324	0.04366	0.47504	0.30933	0.38737	0.18554	0.09381	0.41594	0.48436	0.23844	0.52389	0.17203	0.22437	2.04467	0.8454	1.25836	0.05917	0.3295	0.88647	0.36812	0.07823	0.10626	0.1486	0.09234	0.86402	0.08179	0.16596	0.40418	2.8168	2.17229	0.21586	0.14871	0.29925	3.1562	4.87866	0.2249	1.12441	0.23371	0.39026	1.16446	0.12476	0.81787	0.18058	0.28554	1.05611	0.50555	0.56005	0.28334	13.0719	3.86019	3.9659	2.53586	3.79316	1.86024	1.94017	2.48148	4.29163	0.19954	0.06626	0.50028	0.39089	2.81214	0.23983	0.3985	0.08592	0.1938	1.55726	4.84457	0.18524	4.3748	0.44858	3.80366	1.38735	3.46057	4.31037	0.39425	1.14827	0.16099	0.31884	2.01004	2.39535	1.42896	0.40025	2.70363	5.17372	0.02634	0.93156	1.54668	0.05486	1.36631	0.7897	0.46556	1.74119	0.15599	0.36117	1.13191	0.32504	0	0.46884	0	0	0.46853	0.27215	0.11745	0.11789	5.72111	0.91673	3.03314	3.48636	1.67413	0	0.04743	0.51691	0.16614	0.0938	0.21984	0.11406	0.10202
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.1727	0.65969	0.12123	0.28324	4.63091	10.20812	1.34324	0.04366	0.47504	0.30933	0.38737	0.18554	0.09381	0.41594	0.48436	0.23844	0.52389	0.17203	0.22437	2.04467	0.8454	1.25836	0.05917	0.3295	0.88647	0.36812	0.07823	0.10626	0.1486	0.09234	0.86402	0.08179	0.16596	0.40418	2.8168	2.17229	0.21586	0.14871	0.29925	3.1562	4.87866	0.2249	1.12441	0.23371	0.39026	1.16446	0.12476	0.81787	0.18058	0.28554	1.05611	0.50555	0.56005	0.28334	13.0719	3.86019	3.9659	2.53586	3.79316	1.86024	1.94017	2.48148	4.29163	0.19954	0.06626	0.50028	0.39089	2.81214	0.23983	0.3985	0.08592	0.1938	1.55726	4.84457	0.18524	4.3748	0.44858	3.80366	1.38735	3.46057	4.31037	0.39425	1.14827	0.16099	0.31884	2.01004	2.39535	1.42896	0.40025	2.70363	5.17372	0.02634	0.93156	1.54668	0.05486	1.36631	0.7897	0.46556	1.74119	0.15599	0.36117	1.13191	0.32504	0	0.46884	0	0	0.46853	0.27215	0.11745	0.11789	5.72111	0.91673	3.03314	3.48636	1.67413	0	0.04743	0.51691	0.16614	0.0938	0.21984	0.11406	0.10202
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00863	0	0	0.02634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00863	0	0	0.02634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0.64064	0	0	4.59133	9.96081	1.13029	0	0	0	0	0	0	0	0	0	0	0	0	1.64382	0.58865	1.12716	0	0	0	0	0	0	0	0	0	0	0	0	2.06027	1.7557	0	0	0	2.68765	4.87314	0.167	1.04273	0	0	0.93914	0	0.74825	0	0	0	0	0	0	12.49467	3.42592	3.60961	2.50185	3.712	1.76411	1.89538	2.36232	4.02242	0	0	0	0	2.56037	0	0	0	0	1.55726	4.72113	0	4.34152	0.44858	2.02559	1.38002	3.44596	3.79789	0.00262	0.24156	0	0	1.8786	1.99498	1.32001	0	0.88308	5.15148	0	0.9287	1.43582	0.02924	1.36166	0.7897	0	1.49071	0	0	0.37809	0.02431	0	0.18831	0	0	0.44324	0	0	0.09648	5.72111	0.90408	2.99957	3.47433	0	0	0	0.48421	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0	0.64064	0	0	4.59133	9.96081	1.13029	0	0	0	0	0	0	0	0	0	0	0	0	1.64382	0.58865	1.12716	0	0	0	0	0	0	0	0	0	0	0	0	2.06027	1.7557	0	0	0	2.68765	4.87314	0.167	1.04273	0	0	0.93914	0	0.74825	0	0	0	0	0	0	12.49467	3.42592	3.60961	2.50185	3.712	1.76411	1.89538	2.36232	4.02242	0	0	0	0	2.56037	0	0	0	0	1.55726	4.72113	0	4.34152	0.44858	2.02559	1.38002	3.44596	3.79789	0	0.24156	0	0	1.8786	1.99498	1.32001	0	0.88308	5.15148	0	0.9287	1.43582	0.02924	1.36166	0.7897	0	1.49071	0	0	0	0	0	0.18831	0	0	0.44324	0	0	0	5.72111	0.90408	2.99957	3.47433	0	0	0	0.48421	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37809	0.00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231	0	0	0	0	0	0	0	0.09648	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	0.1727	0.01905	0.12123	0.27702	0.01471	0.24731	0.21295	0.04366	0.47504	0.30933	0.38737	0.18554	0.09381	0.41594	0.48436	0.23844	0.52389	0.17203	0.22437	0.28601	0.16494	0.05041	0	0.3295	0.86295	0.3556	0.07823	0.10626	0.1486	0.09234	0.86402	0	0.16596	0.40418	0.67673	0.4166	0.21586	0.14871	0.22706	0.34673	0	0.05791	0.06708	0.21105	0.39026	0.15967	0.12476	0.05774	0.18058	0.26898	1.05611	0.4285	0.56005	0.28334	0.54212	0.38688	0.35629	0.00466	0.08116	0.08012	0.04478	0.07773	0.2692	0.19954	0.06626	0.50028	0.36311	0.25178	0.20907	0.39116	0	0.18918	0	0.12344	0.18524	0.02679	0	1.76735	0	0.01461	0.51248	0.39164	0.73876	0.16099	0.31884	0.13144	0.40037	0.10895	0.39162	1.61377	0.02224	0	0	0.11087	0.02562	0.00464	0	0.46556	0.25048	0.15599	0.36117	0.75382	0.24965	0	0.23413	0	0	0.02529	0.27215	0.11745	0.02141	0	9.00E-04	0.0069	0	1.67413	0	0.04743	0.02243	0.15582	0.0938	0.21984	0.11406	0.10202
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta	0.1727	0.01905	0.12123	0.27702	0.01471	0.24731	0.21295	0.04366	0.47504	0.30933	0.38737	0.18554	0.09381	0.41594	0.48436	0.23844	0.52389	0.17203	0.22437	0.28601	0.16494	0.05041	0	0.3295	0.86295	0.3556	0.07823	0.10626	0.1486	0.09234	0.86402	0	0.16596	0.40418	0.67673	0.4166	0.21586	0.14871	0.22706	0.34673	0	0.05791	0.06708	0.21105	0.39026	0.15967	0.12476	0.05774	0.18058	0.26898	1.05611	0.4285	0.56005	0.28334	0.54212	0.38688	0.35629	0.00466	0.08116	0.08012	0.04478	0.07773	0.2692	0.19954	0.06626	0.50028	0.36311	0.25178	0.20907	0.39116	0	0.18918	0	0.12344	0.18524	0.02679	0	1.76735	0	0.01461	0.51248	0.39164	0.73876	0.16099	0.31884	0.13144	0.40037	0.10895	0.39162	1.61377	0.02224	0	0	0.11087	0.02562	0.00464	0	0.46556	0.25048	0.15599	0.36117	0.75382	0.24965	0	0.23413	0	0	0.02529	0.27215	0.11745	0.02141	0	9.00E-04	0.0069	0	1.67413	0	0.04743	0.02243	0.15582	0.0938	0.21984	0.11406	0.10202
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter	0	0	0	0.00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11483	0.0918	0.08079	0.05917	0	0.02351	0.01252	0	0	0	0	0	0.08179	0	0	0.0798	0	0	0	0.0722	0.12182	0	0	0.0146	0.02266	0	0.06565	0	0.01188	0	0.01655	0	0.07705	0	0	0.03511	0.04739	0	0.02935	0	0.01601	0	0.04143	0	0	0	0	0.02778	0	0.03076	0.00734	0.08592	0.00462	0	0	0	0	0	0	0	0	0	0	0.16795	0	0	0	0	0	0	0.20269	0	0	0	0	0	0	0	0	0	0	0	0	0.05109	0	0.0464	0	0	0	0	0	0	0	0.01174	0.02667	0.01203	0	0	0	0.00806	0.01032	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0	0	0.00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11483	0.0918	0.08079	0.05917	0	0.02351	0.01252	0	0	0	0	0	0.08179	0	0	0.0798	0	0	0	0.0722	0.12182	0	0	0.0146	0.02266	0	0.06565	0	0.01188	0	0.01655	0	0.07705	0	0	0.03511	0.04739	0	0.02935	0	0.01601	0	0.04143	0	0	0	0	0.02778	0	0.03076	0.00734	0.08592	0.00462	0	0	0	0	0	0	0	0	0	0	0.16795	0	0	0	0	0	0	0.20269	0	0	0	0	0	0	0	0	0	0	0	0	0.05109	0	0.0464	0	0	0	0	0	0	0	0.01174	0.02667	0.01203	0	0	0	0.00806	0.01032	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0	0	0	0	0.02486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00649	0	0.01072	0.00732	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_unclassified	0	0	0	0	0.02486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00649	0	0.01072	0.00732	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221	0	0	0	0	0
k__Bacteria|p__Bacteroidetes	4.36802	39.41455	42.99488	30.43704	16.29985	8.78249	21.09281	40.81235	67.3259	79.34429	70.29843	31.06581	65.11244	44.58794	42.7263	56.14357	22.77383	24.60562	25.40512	37.46671	48.92282	45.5051	44.83626	11.49074	38.20855	62.01759	23.95824	30.03363	40.74221	37.02573	27.4067	21.1911	21.68704	42.39562	29.58521	37.37001	24.50683	71.57999	61.58772	31.63	70.13279	71.91672	47.7885	35.16802	69.81014	77.84804	62.30109	55.82904	57.131	41.29203	1.51131	37.2967	16.49037	27.83484	6.03702	9.67111	3.55001	41.78328	8.67202	28.75436	24.97321	36.75259	42.67851	66.43581	50.48464	48.3832	41.45115	38.29542	71.44	35.68674	57.7051	71.1414	50.41091	35.54741	19.60811	36.44763	42.42093	20.70955	0.03841	17.26672	13.2567	31.92009	47.6002	22.9642	25.70805	27.88036	45.80755	34.56879	33.07176	38.83342	50.04592	15.42	1.50149	56.75152	68.23762	50.88108	68.24011	25.96847	29.55739	14.31238	34.27697	43.75215	11.87568	17.5036	65.24923	79.48591	74.76118	26.81001	56.01308	42.5683	22.04856	36.65174	11.07826	11.14088	21.01408	22.40627	52.85701	24.62619	69.98987	51.42552	42.43622	73.36518	23.83981	38.81013
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4.36802	39.41455	42.99488	30.43704	16.29985	8.78249	21.09281	40.81235	67.3259	79.34429	70.29843	31.06581	65.10159	44.58794	42.7263	56.14357	22.77383	24.60562	25.40512	37.46671	48.92282	45.49616	44.83626	11.49074	38.20855	62.00885	23.95824	30.03363	40.74221	37.02573	27.4067	21.1911	21.68704	42.39562	29.58521	37.37001	24.50683	71.57999	61.58772	31.62337	70.13279	71.91672	47.7885	35.16802	69.81014	77.84804	62.30109	55.82904	57.131	41.29203	1.51131	37.2967	16.49037	27.83484	6.03702	9.67111	3.55001	41.78328	8.67202	28.75436	24.97321	36.75259	42.67851	66.43581	50.48464	48.3832	41.44261	38.29542	71.44	35.68674	57.7051	71.1414	50.41091	35.54741	19.60811	36.44763	42.42093	20.70955	0.03841	17.26672	13.2567	31.92009	47.6002	22.9642	25.68971	27.87525	45.80755	34.56879	33.07176	38.8191	50.04592	15.42	1.50149	56.75152	68.23762	50.88108	68.24011	25.96847	29.55739	14.31238	34.27697	43.72062	11.87568	17.5036	65.24923	79.48591	74.76118	26.81001	56.01308	42.5683	22.04856	36.65174	11.07826	11.14088	21.01408	22.40627	52.85701	24.62619	69.98987	51.42552	42.43622	73.36518	23.83981	38.81013
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4.36802	39.41455	42.99488	30.43704	16.29985	8.78249	21.09281	40.81235	67.3259	79.34429	70.29843	31.06581	65.10159	44.58794	42.7263	56.14357	22.77383	24.60562	25.40512	37.46671	48.92282	45.49616	44.83626	11.49074	38.20855	62.00885	23.95824	30.03363	40.74221	37.02573	27.4067	21.1911	21.68704	42.39562	29.58521	37.37001	24.50683	71.57999	61.58772	31.62337	70.13279	71.91672	47.7885	35.16802	69.81014	77.84804	62.30109	55.82904	57.131	41.29203	1.51131	37.2967	16.49037	27.83484	6.03702	9.67111	3.55001	41.78328	8.67202	28.75436	24.97321	36.75259	42.67851	66.43581	50.48464	48.3832	41.44261	38.29542	71.44	35.68674	57.7051	71.1414	50.41091	35.54741	19.60811	36.44763	42.42093	20.70955	0.03841	17.26672	13.2567	31.92009	47.6002	22.9642	25.68971	27.87525	45.80755	34.56879	33.07176	38.8191	50.04592	15.42	1.50149	56.75152	68.23762	50.88108	68.24011	25.96847	29.55739	14.31238	34.27697	43.72062	11.87568	17.5036	65.24923	79.48591	74.76118	26.81001	56.01308	42.5683	22.04856	36.65174	11.07826	11.14088	21.01408	22.40627	52.85701	24.62619	69.98987	51.42552	42.43622	73.36518	23.83981	38.81013
